0.000000	0.000000	0.000000	0.000000	
1.000000	1.000000	1.000000	0.007797	
1.000000	1.000000	2.000000	0.013188	
1.000000	1.000000	3.000000	0.018280	
1.000000	1.000000	4.000000	0.025187	
1.000000	1.000000	5.000000	0.030923	
1.000000	1.000000	6.000000	0.035396	
1.000000	1.000000	7.000000	0.042031	
1.000000	1.000000	8.000000	0.060985	
1.000000	1.000000	9.000000	0.052002	
1.000000	1.000000	10.000000	0.057499	
1.000000	2.000000	1.000000	0.008909	
1.000000	2.000000	2.000000	0.014264	
1.000000	2.000000	3.000000	0.019612	
1.000000	2.000000	4.000000	0.026012	
1.000000	2.000000	5.000000	0.031428	
1.000000	2.000000	6.000000	0.037068	
1.000000	2.000000	7.000000	0.041478	
1.000000	2.000000	8.000000	0.053266	
1.000000	2.000000	9.000000	0.055861	
1.000000	2.000000	10.000000	0.055497	
1.000000	3.000000	1.000000	0.010206	
1.000000	3.000000	2.000000	0.015765	
1.000000	3.000000	3.000000	0.020384	
1.000000	3.000000	4.000000	0.027369	
1.000000	3.000000	5.000000	0.030892	
1.000000	3.000000	6.000000	0.037890	
1.000000	3.000000	7.000000	0.046162	
1.000000	3.000000	8.000000	0.049905	
1.000000	3.000000	9.000000	0.056431	
1.000000	3.000000	10.000000	0.058863	
1.000000	4.000000	1.000000	0.011436	
1.000000	4.000000	2.000000	0.016013	
1.000000	4.000000	3.000000	0.022431	
1.000000	4.000000	4.000000	0.027998	
1.000000	4.000000	5.000000	0.032621	
1.000000	4.000000	6.000000	0.039383	
1.000000	4.000000	7.000000	0.043581	
1.000000	4.000000	8.000000	0.053549	
1.000000	4.000000	9.000000	0.056494	
1.000000	4.000000	10.000000	0.056604	
1.000000	5.000000	1.000000	0.012029	
1.000000	5.000000	2.000000	0.017224	
1.000000	5.000000	3.000000	0.023353	
1.000000	5.000000	4.000000	0.027754	
1.000000	5.000000	5.000000	0.033682	
1.000000	5.000000	6.000000	0.040192	
1.000000	5.000000	7.000000	0.043384	
1.000000	5.000000	8.000000	0.049784	
1.000000	5.000000	9.000000	0.058989	
1.000000	5.000000	10.000000	0.061488	
1.000000	6.000000	1.000000	0.012618	
1.000000	6.000000	2.000000	0.019596	
1.000000	6.000000	3.000000	0.024184	
1.000000	6.000000	4.000000	0.031099	
1.000000	6.000000	5.000000	0.034716	
1.000000	6.000000	6.000000	0.043124	
1.000000	6.000000	7.000000	0.046909	
1.000000	6.000000	8.000000	0.055792	
1.000000	6.000000	9.000000	0.061163	
1.000000	6.000000	10.000000	0.062487	
1.000000	7.000000	1.000000	0.013779	
1.000000	7.000000	2.000000	0.019357	
1.000000	7.000000	3.000000	0.025124	
1.000000	7.000000	4.000000	0.031184	
1.000000	7.000000	5.000000	0.036862	
1.000000	7.000000	6.000000	0.043041	
1.000000	7.000000	7.000000	0.052695	
1.000000	7.000000	8.000000	0.053196	
1.000000	7.000000	9.000000	0.059948	
1.000000	7.000000	10.000000	0.068352	
1.000000	8.000000	1.000000	0.015530	
1.000000	8.000000	2.000000	0.021399	
1.000000	8.000000	3.000000	0.025849	
1.000000	8.000000	4.000000	0.033422	
1.000000	8.000000	5.000000	0.036722	
1.000000	8.000000	6.000000	0.046087	
1.000000	8.000000	7.000000	0.047591	
1.000000	8.000000	8.000000	0.054955	
1.000000	8.000000	9.000000	0.057473	
1.000000	8.000000	10.000000	0.060297	
1.000000	9.000000	1.000000	0.016237	
1.000000	9.000000	2.000000	0.022229	
1.000000	9.000000	3.000000	0.028062	
1.000000	9.000000	4.000000	0.034176	
1.000000	9.000000	5.000000	0.039427	
1.000000	9.000000	6.000000	0.045247	
1.000000	9.000000	7.000000	0.055136	
1.000000	9.000000	8.000000	0.059294	
1.000000	9.000000	9.000000	0.063238	
1.000000	9.000000	10.000000	0.065807	
1.000000	10.000000	1.000000	0.016105	
1.000000	10.000000	2.000000	0.022613	
1.000000	10.000000	3.000000	0.028162	
1.000000	10.000000	4.000000	0.035411	
1.000000	10.000000	5.000000	0.040619	
1.000000	10.000000	6.000000	0.042256	
1.000000	10.000000	7.000000	0.056862	
1.000000	10.000000	8.000000	0.057632	
1.000000	10.000000	9.000000	0.055252	
1.000000	10.000000	10.000000	0.065029	
2.000000	1.000000	1.000000	0.008200	
2.000000	1.000000	2.000000	0.013346	
2.000000	1.000000	3.000000	0.019008	
2.000000	1.000000	4.000000	0.022686	
2.000000	1.000000	5.000000	0.028904	
2.000000	1.000000	6.000000	0.036650	
2.000000	1.000000	7.000000	0.042364	
2.000000	1.000000	8.000000	0.052331	
2.000000	1.000000	9.000000	0.057630	
2.000000	1.000000	10.000000	0.057669	
2.000000	2.000000	1.000000	0.009359	
2.000000	2.000000	2.000000	0.014423	
2.000000	2.000000	3.000000	0.020186	
2.000000	2.000000	4.000000	0.026107	
2.000000	2.000000	5.000000	0.033780	
2.000000	2.000000	6.000000	0.039909	
2.000000	2.000000	7.000000	0.043962	
2.000000	2.000000	8.000000	0.050569	
2.000000	2.000000	9.000000	0.054455	
2.000000	2.000000	10.000000	0.062931	
2.000000	3.000000	1.000000	0.010037	
2.000000	3.000000	2.000000	0.015055	
2.000000	3.000000	3.000000	0.020822	
2.000000	3.000000	4.000000	0.025966	
2.000000	3.000000	5.000000	0.032431	
2.000000	3.000000	6.000000	0.036994	
2.000000	3.000000	7.000000	0.039379	
2.000000	3.000000	8.000000	0.048711	
2.000000	3.000000	9.000000	0.055180	
2.000000	3.000000	10.000000	0.054795	
2.000000	4.000000	1.000000	0.011145	
2.000000	4.000000	2.000000	0.016660	
2.000000	4.000000	3.000000	0.023457	
2.000000	4.000000	4.000000	0.025441	
2.000000	4.000000	5.000000	0.034132	
2.000000	4.000000	6.000000	0.039385	
2.000000	4.000000	7.000000	0.043204	
2.000000	4.000000	8.000000	0.052895	
2.000000	4.000000	9.000000	0.057148	
2.000000	4.000000	10.000000	0.061398	
2.000000	5.000000	1.000000	0.012089	
2.000000	5.000000	2.000000	0.017717	
2.000000	5.000000	3.000000	0.023936	
2.000000	5.000000	4.000000	0.029838	
2.000000	5.000000	5.000000	0.035853	
2.000000	5.000000	6.000000	0.040745	
2.000000	5.000000	7.000000	0.043621	
2.000000	5.000000	8.000000	0.045373	
2.000000	5.000000	9.000000	0.055831	
2.000000	5.000000	10.000000	0.066929	
2.000000	6.000000	1.000000	0.012625	
2.000000	6.000000	2.000000	0.018459	
2.000000	6.000000	3.000000	0.024710	
2.000000	6.000000	4.000000	0.031039	
2.000000	6.000000	5.000000	0.036285	
2.000000	6.000000	6.000000	0.040008	
2.000000	6.000000	7.000000	0.046186	
2.000000	6.000000	8.000000	0.055798	
2.000000	6.000000	9.000000	0.056532	
2.000000	6.000000	10.000000	0.060416	
2.000000	7.000000	1.000000	0.014354	
2.000000	7.000000	2.000000	0.020143	
2.000000	7.000000	3.000000	0.026546	
2.000000	7.000000	4.000000	0.033886	
2.000000	7.000000	5.000000	0.037187	
2.000000	7.000000	6.000000	0.041445	
2.000000	7.000000	7.000000	0.044497	
2.000000	7.000000	8.000000	0.057403	
2.000000	7.000000	9.000000	0.057044	
2.000000	7.000000	10.000000	0.062680	
2.000000	8.000000	1.000000	0.015533	
