0.000000	0.000000	0.000000	0.000000	
1.000000	1.000000	1.000000	0.007223	
1.000000	1.000000	2.000000	0.011750	
1.000000	1.000000	3.000000	0.016737	
1.000000	1.000000	4.000000	0.021904	
1.000000	1.000000	5.000000	0.026525	
1.000000	1.000000	6.000000	0.031978	
1.000000	1.000000	7.000000	0.038134	
1.000000	1.000000	8.000000	0.053226	
1.000000	1.000000	9.000000	0.047213	
1.000000	1.000000	10.000000	0.050865	
1.000000	2.000000	1.000000	0.008885	
1.000000	2.000000	2.000000	0.013345	
1.000000	2.000000	3.000000	0.018530	
1.000000	2.000000	4.000000	0.023184	
1.000000	2.000000	5.000000	0.027917	
1.000000	2.000000	6.000000	0.032494	
1.000000	2.000000	7.000000	0.035926	
1.000000	2.000000	8.000000	0.045157	
1.000000	2.000000	9.000000	0.048118	
1.000000	2.000000	10.000000	0.051087	
1.000000	3.000000	1.000000	0.011690	
1.000000	3.000000	2.000000	0.015997	
1.000000	3.000000	3.000000	0.019848	
1.000000	3.000000	4.000000	0.026275	
1.000000	3.000000	5.000000	0.029578	
1.000000	3.000000	6.000000	0.034290	
1.000000	3.000000	7.000000	0.040539	
1.000000	3.000000	8.000000	0.043869	
1.000000	3.000000	9.000000	0.051400	
1.000000	3.000000	10.000000	0.055226	
1.000000	4.000000	1.000000	0.013857	
1.000000	4.000000	2.000000	0.019707	
1.000000	4.000000	3.000000	0.024000	
1.000000	4.000000	4.000000	0.028672	
1.000000	4.000000	5.000000	0.032877	
1.000000	4.000000	6.000000	0.037829	
1.000000	4.000000	7.000000	0.041311	
1.000000	4.000000	8.000000	0.049590	
1.000000	4.000000	9.000000	0.051433	
1.000000	4.000000	10.000000	0.049061	
1.000000	5.000000	1.000000	0.016834	
1.000000	5.000000	2.000000	0.023145	
1.000000	5.000000	3.000000	0.026709	
1.000000	5.000000	4.000000	0.029901	
1.000000	5.000000	5.000000	0.033797	
1.000000	5.000000	6.000000	0.038620	
1.000000	5.000000	7.000000	0.042274	
1.000000	5.000000	8.000000	0.048128	
1.000000	5.000000	9.000000	0.058064	
1.000000	5.000000	10.000000	0.057563	
1.000000	6.000000	1.000000	0.020258	
1.000000	6.000000	2.000000	0.024323	
1.000000	6.000000	3.000000	0.031225	
1.000000	6.000000	4.000000	0.036389	
1.000000	6.000000	5.000000	0.036313	
1.000000	6.000000	6.000000	0.046328	
1.000000	6.000000	7.000000	0.050322	
1.000000	6.000000	8.000000	0.055833	
1.000000	6.000000	9.000000	0.061552	
1.000000	6.000000	10.000000	0.060411	
1.000000	7.000000	1.000000	0.021855	
1.000000	7.000000	2.000000	0.029300	
1.000000	7.000000	3.000000	0.035370	
1.000000	7.000000	4.000000	0.037762	
1.000000	7.000000	5.000000	0.044415	
1.000000	7.000000	6.000000	0.048887	
1.000000	7.000000	7.000000	0.056336	
1.000000	7.000000	8.000000	0.058114	
1.000000	7.000000	9.000000	0.062308	
1.000000	7.000000	10.000000	0.069227	
1.000000	8.000000	1.000000	0.026312	
1.000000	8.000000	2.000000	0.033946	
1.000000	8.000000	3.000000	0.037091	
1.000000	8.000000	4.000000	0.044225	
1.000000	8.000000	5.000000	0.046803	
1.000000	8.000000	6.000000	0.055394	
1.000000	8.000000	7.000000	0.054994	
1.000000	8.000000	8.000000	0.062313	
1.000000	8.000000	9.000000	0.063602	
1.000000	8.000000	10.000000	0.064987	
1.000000	9.000000	1.000000	0.028399	
1.000000	9.000000	2.000000	0.037382	
